Port Name,State,Port Code,Border,Date,Measure,Value
Calais,Maine,115,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,3923
Calais,Maine,115,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,5768
Eastport,Maine,103,US-Canada Border,06/01/2019 12:00:00 AM,Bus Passengers,179
Eastport,Maine,103,US-Canada Border,06/01/2019 12:00:00 AM,Buses,6
Eastport,Maine,103,US-Canada Border,06/01/2019 12:00:00 AM,Pedestrians,115
Eastport,Maine,103,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,23646
Eastport,Maine,103,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,13976
Eastport,Maine,103,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,119
Eastport,Maine,103,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,121
Eastport,Maine,103,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,240
Fort Fairfield,Maine,107,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,16032
Fort Fairfield,Maine,107,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,9670
Fort Fairfield,Maine,107,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,607
Fort Fairfield,Maine,107,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,128
Fort Fairfield,Maine,107,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,733
Fort Kent,Maine,110,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,14056
Fort Kent,Maine,110,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,9615
Fort Kent,Maine,110,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,968
Fort Kent,Maine,110,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,126
Fort Kent,Maine,110,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,1094
Houlton,Maine,106,US-Canada Border,06/01/2019 12:00:00 AM,Bus Passengers,1872
Houlton,Maine,106,US-Canada Border,06/01/2019 12:00:00 AM,Buses,56
Houlton,Maine,106,US-Canada Border,06/01/2019 12:00:00 AM,Pedestrians,26
Houlton,Maine,106,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,38702
Houlton,Maine,106,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,20125
Houlton,Maine,106,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,1846
Houlton,Maine,106,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,5723
Houlton,Maine,106,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,7558
Jackman,Maine,104,US-Canada Border,06/01/2019 12:00:00 AM,Bus Passengers,596
Jackman,Maine,104,US-Canada Border,06/01/2019 12:00:00 AM,Buses,13
Jackman,Maine,104,US-Canada Border,06/01/2019 12:00:00 AM,Pedestrians,39
Jackman,Maine,104,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,32638
Jackman,Maine,104,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,16056
Jackman,Maine,104,US-Canada Border,06/01/2019 12:00:00 AM,Rail Containers Empty,892
Jackman,Maine,104,US-Canada Border,06/01/2019 12:00:00 AM,Rail Containers Full,726
Jackman,Maine,104,US-Canada Border,06/01/2019 12:00:00 AM,Train Passengers,46
Jackman,Maine,104,US-Canada Border,06/01/2019 12:00:00 AM,Trains,20
Jackman,Maine,104,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,2976
Jackman,Maine,104,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,1567
Jackman,Maine,104,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,4538
Limestone,Maine,118,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,2097
Limestone,Maine,118,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,1319
Limestone,Maine,118,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,90
Limestone,Maine,118,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,166
Limestone,Maine,118,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,256
Madawaska,Maine,109,US-Canada Border,06/01/2019 12:00:00 AM,Pedestrians,110
Madawaska,Maine,109,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,47027
Madawaska,Maine,109,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,32437
Madawaska,Maine,109,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,147
Madawaska,Maine,109,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,27
Madawaska,Maine,109,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,174
Van Buren,Maine,108,US-Canada Border,06/01/2019 12:00:00 AM,Bus Passengers,37
Van Buren,Maine,108,US-Canada Border,06/01/2019 12:00:00 AM,Buses,1
Van Buren,Maine,108,US-Canada Border,06/01/2019 12:00:00 AM,Pedestrians,12
Van Buren,Maine,108,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,21281
Van Buren,Maine,108,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,13917
Van Buren,Maine,108,US-Canada Border,06/01/2019 12:00:00 AM,Rail Containers Empty,329
Van Buren,Maine,108,US-Canada Border,06/01/2019 12:00:00 AM,Rail Containers Full,577
Van Buren,Maine,108,US-Canada Border,06/01/2019 12:00:00 AM,Train Passengers,68
Van Buren,Maine,108,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,977
Van Buren,Maine,108,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,1057
Van Buren,Maine,108,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,1923
Vanceboro,Maine,105,US-Canada Border,06/01/2019 12:00:00 AM,Pedestrians,3
Vanceboro,Maine,105,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,3544
Vanceboro,Maine,105,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,2336
Vanceboro,Maine,105,US-Canada Border,06/01/2019 12:00:00 AM,Rail Containers Empty,1139
Vanceboro,Maine,105,US-Canada Border,06/01/2019 12:00:00 AM,Rail Containers Full,1033
Vanceboro,Maine,105,US-Canada Border,06/01/2019 12:00:00 AM,Train Passengers,51
Vanceboro,Maine,105,US-Canada Border,06/01/2019 12:00:00 AM,Trains,25
Vanceboro,Maine,105,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,48
Vanceboro,Maine,105,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,7
Vanceboro,Maine,105,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,55
Algonac,Michigan,3814,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,4609
Detroit,Michigan,3801,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,599521
Detroit,Michigan,3801,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,351889
Detroit,Michigan,3801,US-Canada Border,06/01/2019 12:00:00 AM,Rail Containers Empty,4064
Detroit,Michigan,3801,US-Canada Border,06/01/2019 12:00:00 AM,Rail Containers Full,8302
Detroit,Michigan,3801,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,44189
Detroit,Michigan,3801,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,91197
Detroit,Michigan,3801,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,134385
Port Huron,Michigan,3802,US-Canada Border,06/01/2019 12:00:00 AM,Bus Passengers,4982
Port Huron,Michigan,3802,US-Canada Border,06/01/2019 12:00:00 AM,Buses,156
Port Huron,Michigan,3802,US-Canada Border,06/01/2019 12:00:00 AM,Pedestrians,524
Port Huron,Michigan,3802,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,287757
Port Huron,Michigan,3802,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,139633
Port Huron,Michigan,3802,US-Canada Border,06/01/2019 12:00:00 AM,Rail Containers Empty,10841
Port Huron,Michigan,3802,US-Canada Border,06/01/2019 12:00:00 AM,Rail Containers Full,19074
Port Huron,Michigan,3802,US-Canada Border,06/01/2019 12:00:00 AM,Train Passengers,874
Port Huron,Michigan,3802,US-Canada Border,06/01/2019 12:00:00 AM,Trains,356
Port Huron,Michigan,3802,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,16859
Port Huron,Michigan,3802,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,54117
Port Huron,Michigan,3802,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,69843
Sault Sainte Marie,Michigan,3803,US-Canada Border,06/01/2019 12:00:00 AM,Bus Passengers,1124
Sault Sainte Marie,Michigan,3803,US-Canada Border,06/01/2019 12:00:00 AM,Buses,107
Sault Sainte Marie,Michigan,3803,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,113611
Sault Sainte Marie,Michigan,3803,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,61784
Sault Sainte Marie,Michigan,3803,US-Canada Border,06/01/2019 12:00:00 AM,Rail Containers Empty,1434
Sault Sainte Marie,Michigan,3803,US-Canada Border,06/01/2019 12:00:00 AM,Rail Containers Full,1073
Sault Sainte Marie,Michigan,3803,US-Canada Border,06/01/2019 12:00:00 AM,Train Passengers,58
Sault Sainte Marie,Michigan,3803,US-Canada Border,06/01/2019 12:00:00 AM,Trains,29
Sault Sainte Marie,Michigan,3803,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,719
Sault Sainte Marie,Michigan,3803,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,2877
Sault Sainte Marie,Michigan,3803,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,3214
Baudette,Minnesota,3424,US-Canada Border,06/01/2019 12:00:00 AM,Bus Passengers,378
Baudette,Minnesota,3424,US-Canada Border,06/01/2019 12:00:00 AM,Buses,16
Baudette,Minnesota,3424,US-Canada Border,06/01/2019 12:00:00 AM,Pedestrians,51
Baudette,Minnesota,3424,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,29968
Baudette,Minnesota,3424,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,16330
Baudette,Minnesota,3424,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,425
Baudette,Minnesota,3424,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,49
Baudette,Minnesota,3424,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,474
Northgate,North Dakota,3406,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,1162
Northgate,North Dakota,3406,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,627
Northgate,North Dakota,3406,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,607
Northgate,North Dakota,3406,US-Canada Border,06/01/2019 12:00:00 AM,Trains,15
Northgate,North Dakota,3406,US-Canada Border,06/01/2019 12:00:00 AM,Train Passengers,45
Northgate,North Dakota,3406,US-Canada Border,06/01/2019 12:00:00 AM,Rail Containers Full,513
Northgate,North Dakota,3406,US-Canada Border,06/01/2019 12:00:00 AM,Rail Containers Empty,50
Northgate,North Dakota,3406,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,1122
Northgate,North Dakota,3406,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,2161
Northgate,North Dakota,3406,US-Canada Border,06/01/2019 12:00:00 AM,Pedestrians,6
Noonan,North Dakota,3420,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,302
Noonan,North Dakota,3420,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,19
Noonan,North Dakota,3420,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,283
Noonan,North Dakota,3420,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,2320
Noonan,North Dakota,3420,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,3843
Neche,North Dakota,3404,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,494
Neche,North Dakota,3404,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,209
Neche,North Dakota,3404,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,301
Neche,North Dakota,3404,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,3489
Neche,North Dakota,3404,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,5921
Maida,North Dakota,3416,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,66
Maida,North Dakota,3416,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,11
Maida,North Dakota,3416,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,55
Maida,North Dakota,3416,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,725
Maida,North Dakota,3416,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,1516
Hansboro,North Dakota,3415,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,4
Hansboro,North Dakota,3415,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,1
Hansboro,North Dakota,3415,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,3
Hansboro,North Dakota,3415,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,518
Hansboro,North Dakota,3415,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,1101
Hannah,North Dakota,3408,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,84
Hannah,North Dakota,3408,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,145
Fortuna,North Dakota,3417,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,329
Fortuna,North Dakota,3417,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,331
Fortuna,North Dakota,3417,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,31
Fortuna,North Dakota,3417,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,1434
Fortuna,North Dakota,3417,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,2824
Dunseith,North Dakota,3422,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,2536
Dunseith,North Dakota,3422,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,2394
Dunseith,North Dakota,3422,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,244
Dunseith,North Dakota,3422,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,6161
Dunseith,North Dakota,3422,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,13429
Dunseith,North Dakota,3422,US-Canada Border,06/01/2019 12:00:00 AM,Buses,4
Dunseith,North Dakota,3422,US-Canada Border,06/01/2019 12:00:00 AM,Bus Passengers,220
Carbury,North Dakota,3421,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,188
Carbury,North Dakota,3421,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,97
Carbury,North Dakota,3421,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,133
Carbury,North Dakota,3421,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,998
Carbury,North Dakota,3421,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,2003
Carbury,North Dakota,3421,US-Canada Border,06/01/2019 12:00:00 AM,Buses,1
Carbury,North Dakota,3421,US-Canada Border,06/01/2019 12:00:00 AM,Bus Passengers,30
Antler,North Dakota,3413,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,219
Antler,North Dakota,3413,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,5
Antler,North Dakota,3413,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,214
Antler,North Dakota,3413,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,574
Antler,North Dakota,3413,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,1072
Ambrose,North Dakota,3410,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,1
Ambrose,North Dakota,3410,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,1
Ambrose,North Dakota,3410,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,105
Ambrose,North Dakota,3410,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,183
Willow Creek,Montana,3325,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,215
Willow Creek,Montana,3325,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,427
Wildhorse,Montana,3323,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,124
Wildhorse,Montana,3323,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,173
Wildhorse,Montana,3323,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,5
Wildhorse,Montana,3323,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,1462
Wildhorse,Montana,3323,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,3156
Wildhorse,Montana,3323,US-Canada Border,06/01/2019 12:00:00 AM,Buses,3
Wildhorse,Montana,3323,US-Canada Border,06/01/2019 12:00:00 AM,Bus Passengers,50
Whitlash,Montana,3321,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,36
Whitlash,Montana,3321,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,82
Turner,Montana,3306,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,50
Turner,Montana,3306,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,40
Turner,Montana,3306,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,24
Turner,Montana,3306,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,760
Turner,Montana,3306,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,1641
Turner,Montana,3306,US-Canada Border,06/01/2019 12:00:00 AM,Pedestrians,7
Turner,Montana,3306,US-Canada Border,06/01/2019 12:00:00 AM,Buses,1
Turner,Montana,3306,US-Canada Border,06/01/2019 12:00:00 AM,Bus Passengers,25
Sweetgrass,Montana,3310,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,12788
Sweetgrass,Montana,3310,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,11279
Sweetgrass,Montana,3310,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,2417
Sweetgrass,Montana,3310,US-Canada Border,06/01/2019 12:00:00 AM,Trains,34
Sweetgrass,Montana,3310,US-Canada Border,06/01/2019 12:00:00 AM,Train Passengers,195
Sweetgrass,Montana,3310,US-Canada Border,06/01/2019 12:00:00 AM,Rail Containers Full,2095
Sweetgrass,Montana,3310,US-Canada Border,06/01/2019 12:00:00 AM,Rail Containers Empty,822
Sweetgrass,Montana,3310,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,16154
Sweetgrass,Montana,3310,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,33967
Sweetgrass,Montana,3310,US-Canada Border,06/01/2019 12:00:00 AM,Pedestrians,317
Sweetgrass,Montana,3310,US-Canada Border,06/01/2019 12:00:00 AM,Buses,11
Sweetgrass,Montana,3310,US-Canada Border,06/01/2019 12:00:00 AM,Bus Passengers,337
Scobey,Montana,3309,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,58
Scobey,Montana,3309,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,34
Scobey,Montana,3309,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,30
Scobey,Montana,3309,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,544
Scobey,Montana,3309,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,1049
Roosville,Montana,3318,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,778
Roosville,Montana,3318,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,399
Roosville,Montana,3318,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,402
Roosville,Montana,3318,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,16818
Roosville,Montana,3318,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,34120
Roosville,Montana,3318,US-Canada Border,06/01/2019 12:00:00 AM,Pedestrians,138
Roosville,Montana,3318,US-Canada Border,06/01/2019 12:00:00 AM,Buses,10
Roosville,Montana,3318,US-Canada Border,06/01/2019 12:00:00 AM,Bus Passengers,195
Raymond,Montana,3301,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,1275
Raymond,Montana,3301,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,1292
Raymond,Montana,3301,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,202
Raymond,Montana,3301,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,2431
Alcan,Alaska,3104,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,542
Alcan,Alaska,3104,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,10850
Alcan,Alaska,3104,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,28016
Alcan,Alaska,3104,US-Canada Border,06/01/2019 12:00:00 AM,Pedestrians,32
Alcan,Alaska,3104,US-Canada Border,06/01/2019 12:00:00 AM,Buses,47
Alcan,Alaska,3104,US-Canada Border,06/01/2019 12:00:00 AM,Bus Passengers,1047
Santa Teresa,New Mexico,2408,US-Mexico Border,06/01/2019 12:00:00 AM,Personal Vehicles,50672
Santa Teresa,New Mexico,2408,US-Mexico Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,110576
Santa Teresa,New Mexico,2408,US-Mexico Border,06/01/2019 12:00:00 AM,Buses,30
Santa Teresa,New Mexico,2408,US-Mexico Border,06/01/2019 12:00:00 AM,Bus Passengers,272
Roma,Texas,2310,US-Mexico Border,06/01/2019 12:00:00 AM,Personal Vehicles,54953
Roma,Texas,2310,US-Mexico Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,104640
Roma,Texas,2310,US-Mexico Border,06/01/2019 12:00:00 AM,Buses,31
Roma,Texas,2310,US-Mexico Border,06/01/2019 12:00:00 AM,Bus Passengers,604
Fort Kent,Maine,110,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,9615
Fort Kent,Maine,110,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,14056
Fort Kent,Maine,110,US-Canada Border,06/01/2019 12:00:00 AM,Buses,3
Fort Kent,Maine,110,US-Canada Border,06/01/2019 12:00:00 AM,Bus Passengers,119
Detroit,Michigan,3801,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,351889
Pembina,North Dakota,3401,US-Canada Border,06/01/2019 12:00:00 AM,Bus Passengers,1268
Raymond,Montana,3301,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,4952
Raymond,Montana,3301,US-Canada Border,06/01/2019 12:00:00 AM,Pedestrians,102
Raymond,Montana,3301,US-Canada Border,06/01/2019 12:00:00 AM,Buses,2
Raymond,Montana,3301,US-Canada Border,06/01/2019 12:00:00 AM,Bus Passengers,36
Piegan,Montana,3316,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,174
Piegan,Montana,3316,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,146
Piegan,Montana,3316,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,28
Piegan,Montana,3316,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,13899
Piegan,Montana,3316,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,33175
Piegan,Montana,3316,US-Canada Border,06/01/2019 12:00:00 AM,Pedestrians,72
Piegan,Montana,3316,US-Canada Border,06/01/2019 12:00:00 AM,Buses,15
Piegan,Montana,3316,US-Canada Border,06/01/2019 12:00:00 AM,Bus Passengers,579
Opheim,Montana,3317,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,56
Opheim,Montana,3317,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,17
Opheim,Montana,3317,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,52
Opheim,Montana,3317,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,371
Opheim,Montana,3317,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,674
Morgan,Montana,3319,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,21
Morgan,Montana,3319,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,1
Morgan,Montana,3319,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,20
Morgan,Montana,3319,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,711
Morgan,Montana,3319,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,1483
Del Bonita,Montana,3322,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,75
Del Bonita,Montana,3322,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Full,69
Del Bonita,Montana,3322,US-Canada Border,06/01/2019 12:00:00 AM,Truck Containers Empty,6
Del Bonita,Montana,3322,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicles,2561
Del Bonita,Montana,3322,US-Canada Border,06/01/2019 12:00:00 AM,Personal Vehicle Passengers,5441
Del Bonita,Montana,3322,US-Canada Border,06/01/2019 12:00:00 AM,Pedestrians,2
Del Bonita,Montana,3322,US-Canada Border,06/01/2019 12:00:00 AM,Buses,1
Del Bonita,Montana,3322,US-Canada Border,06/01/2019 12:00:00 AM,Bus Passengers,14
Warroad,Minnesota,3423,US-Canada Border,06/01/2019 12:00:00 AM,Trucks,431
Progreso,Texas,2309,US-Mexico Border,05/01/2019 12:00:00 AM,Truck Containers Empty,2176
Alcan,Alaska,3104,US-Canada Border,05/01/2019 12:00:00 AM,Trucks,774
Alcan,Alaska,3104,US-Canada Border,05/01/2019 12:00:00 AM,Truck Containers Full,152
Alcan,Alaska,3104,US-Canada Border,05/01/2019 12:00:00 AM,Truck Containers Empty,621
Pembina,North Dakota,3401,US-Canada Border,05/01/2019 12:00:00 AM,Buses,78
Pembina,North Dakota,3401,US-Canada Border,05/01/2019 12:00:00 AM,Personal Vehicle Passengers,50151
Pembina,North Dakota,3401,US-Canada Border,05/01/2019 12:00:00 AM,Personal Vehicles,22163
Pembina,North Dakota,3401,US-Canada Border,05/01/2019 12:00:00 AM,Rail Containers Empty,1930
Pembina,North Dakota,3401,US-Canada Border,05/01/2019 12:00:00 AM,Rail Containers Full,12314
Pembina,North Dakota,3401,US-Canada Border,05/01/2019 12:00:00 AM,Train Passengers,240
Pembina,North Dakota,3401,US-Canada Border,05/01/2019 12:00:00 AM,Trains,120
Pembina,North Dakota,3401,US-Canada Border,05/01/2019 12:00:00 AM,Truck Containers Empty,2512
Pembina,North Dakota,3401,US-Canada Border,05/01/2019 12:00:00 AM,Truck Containers Full,17672
Pembina,North Dakota,3401,US-Canada Border,05/01/2019 12:00:00 AM,Trucks,19672
Roseau,Minnesota,3426,US-Canada Border,05/01/2019 12:00:00 AM,Buses,2
Roseau,Minnesota,3426,US-Canada Border,05/01/2019 12:00:00 AM,Personal Vehicle Passengers,5377
Roseau,Minnesota,3426,US-Canada Border,05/01/2019 12:00:00 AM,Personal Vehicles,3110
Roseau,Minnesota,3426,US-Canada Border,05/01/2019 12:00:00 AM,Truck Containers Empty,99
Roseau,Minnesota,3426,US-Canada Border,05/01/2019 12:00:00 AM,Truck Containers Full,108
